Sube_ID,Category,Date_,Sales,Sales_Target
81,Auto,2023-03-25,412,354
1,Personal,2023-04-25,47865,56911
2,Personal,2023-04-25,29861,21339
3,Personal,2023-04-25,24307,16014
4,Personal,2023-04-25,16739,11232
5,Personal,2023-04-25,10533,10593
6,Personal,2023-04-25,10576,11417
7,Personal,2023-04-25,11961,12834
8,Personal,2023-04-25,8153,7575
9,Personal,2023-04-25,8077,9304
10,Personal,2023-04-25,7500,7742
11,Personal,2023-04-25,6445,10668
12,Personal,2023-04-25,6798,9476
13,Personal,2023-04-25,8661,6618
14,Personal,2023-04-25,6575,8395
15,Personal,2023-04-25,5098,7323
16,Personal,2023-04-25,5293,7450
17,Personal,2023-04-25,6215,4760
18,Personal,2023-04-25,4675,4787
19,Personal,2023-04-25,5391,6282
20,Personal,2023-04-25,6213,5990
21,Personal,2023-04-25,3615,5267
22,Personal,2023-04-25,4041,3755
23,Personal,2023-04-25,5161,5181
24,Personal,2023-04-25,5635,5679
25,Personal,2023-04-25,3350,3646
26,Personal,2023-04-25,4793,3218
27,Personal,2023-04-25,3262,2839
28,Personal,2023-04-25,3618,3500
29,Personal,2023-04-25,4408,3855
30,Personal,2023-04-25,3563,4416
31,Personal,2023-04-25,3836,3236
32,Personal,2023-04-25,2181,3268
33,Personal,2023-04-25,2172,3467
34,Personal,2023-04-25,2503,3305
35,Personal,2023-04-25,2888,2295
36,Personal,2023-04-25,2788,2421
37,Personal,2023-04-25,2093,3077
38,Personal,2023-04-25,3264,3406
39,Personal,2023-04-25,2048,3000
40,Personal,2023-04-25,1872,2664
41,Personal,2023-04-25,3154,2080
42,Personal,2023-04-25,2590,1890
43,Personal,2023-04-25,3028,2701
44,Personal,2023-04-25,1956,2529
45,Personal,2023-04-25,1958,2074
46,Personal,2023-04-25,1877,1446
47,Personal,2023-04-25,1862,1731
48,Personal,2023-04-25,1856,2376
49,Personal,2023-04-25,1585,1567
50,Personal,2023-04-25,1663,1464
51,Personal,2023-04-25,1676,2145
52,Personal,2023-04-25,1260,1332
53,Personal,2023-04-25,1761,1262
54,Personal,2023-04-25,1232,1776
55,Personal,2023-04-25,1656,1466
56,Personal,2023-04-25,1497,1851
57,Personal,2023-04-25,1637,1773
58,Personal,2023-04-25,1777,1509
59,Personal,2023-04-25,1492,1111
60,Personal,2023-04-25,1186,1655
61,Personal,2023-04-25,990,1481
62,Personal,2023-04-25,1192,1068
63,Personal,2023-04-25,1667,1253
64,Personal,2023-04-25,1481,1506
65,Personal,2023-04-25,1001,1314
66,Personal,2023-04-25,1259,1526
67,Personal,2023-04-25,1460,1007
68,Personal,2023-04-25,1082,1028
69,Personal,2023-04-25,1039,1220
70,Personal,2023-04-25,1186,1096
71,Personal,2023-04-25,1051,914
72,Personal,2023-04-25,759,982
73,Personal,2023-04-25,1141,860
74,Personal,2023-04-25,720,808
75,Personal,2023-04-25,1147,976
76,Personal,2023-04-25,703,769
77,Personal,2023-04-25,764,975
78,Personal,2023-04-25,643,558
79,Personal,2023-04-25,548,509
80,Personal,2023-04-25,454,399
81,Personal,2023-04-25,325,442
1,Mortgage,2023-04-25,38576,55640
2,Mortgage,2023-04-25,27714,22786
3,Mortgage,2023-04-25,20914,23215
4,Mortgage,2023-04-25,13398,15986
5,Mortgage,2023-04-25,14568,10358
6,Mortgage,2023-04-25,7989,9469
7,Mortgage,2023-04-25,12986,10022
8,Mortgage,2023-04-25,12313,7543
9,Mortgage,2023-04-25,7813,8003
10,Mortgage,2023-04-25,9220,7526
11,Mortgage,2023-04-25,6542,6517
12,Mortgage,2023-04-25,6944,10097
13,Mortgage,2023-04-25,9633,5809
14,Mortgage,2023-04-25,5953,7812
15,Mortgage,2023-04-25,5895,7268
16,Mortgage,2023-04-25,7890,4614
17,Mortgage,2023-04-25,5969,4751
18,Mortgage,2023-04-25,4490,5881
19,Mortgage,2023-04-25,4264,5899
20,Mortgage,2023-04-25,5588,5754
21,Mortgage,2023-04-25,6220,6091
22,Mortgage,2023-04-25,3997,5603
23,Mortgage,2023-04-25,5806,3934
24,Mortgage,2023-04-25,5152,4785
25,Mortgage,2023-04-25,4277,3288
26,Mortgage,2023-04-25,3239,3663
27,Mortgage,2023-04-25,4557,3054
28,Mortgage,2023-04-25,3297,4675
29,Mortgage,2023-04-25,3133,4203
30,Mortgage,2023-04-25,3861,4097
31,Mortgage,2023-04-25,4068,3002
32,Mortgage,2023-04-25,2586,2253
33,Mortgage,2023-04-25,2711,2796
34,Mortgage,2023-04-25,2537,2480
35,Mortgage,2023-04-25,3577,3023
36,Mortgage,2023-04-25,3234,3206
37,Mortgage,2023-04-25,3343,3410
38,Mortgage,2023-04-25,2589,3314
39,Mortgage,2023-04-25,2709,3035
40,Mortgage,2023-04-25,2482,2435
41,Mortgage,2023-04-25,2131,2221
42,Mortgage,2023-04-25,2174,2410
43,Mortgage,2023-04-25,2038,2735
44,Mortgage,2023-04-25,1721,1688
45,Mortgage,2023-04-25,2139,1745
46,Mortgage,2023-04-25,1705,2246
47,Mortgage,2023-04-25,1819,2423
48,Mortgage,2023-04-25,2222,1417
49,Mortgage,2023-04-25,1478,1975
50,Mortgage,2023-04-25,1788,1401
51,Mortgage,2023-04-25,1962,2133
52,Mortgage,2023-04-25,1804,1352
53,Mortgage,2023-04-25,1857,2054
54,Mortgage,2023-04-25,1796,1582
55,Mortgage,2023-04-25,1793,1315
56,Mortgage,2023-04-25,1329,1371
57,Mortgage,2023-04-25,1622,1470
58,Mortgage,2023-04-25,1950,1786
59,Mortgage,2023-04-25,1279,1871
60,Mortgage,2023-04-25,1172,1324
61,Mortgage,2023-04-25,1412,1018
62,Mortgage,2023-04-25,1597,1307
63,Mortgage,2023-04-25,1492,1567
64,Mortgage,2023-04-25,1190,1410
65,Mortgage,2023-04-25,1243,1361
66,Mortgage,2023-04-25,1493,1171
67,Mortgage,2023-04-25,1505,1334
68,Mortgage,2023-04-25,1212,1060
69,Mortgage,2023-04-25,896,943
70,Mortgage,2023-04-25,1336,969
71,Mortgage,2023-04-25,1286,771
72,Mortgage,2023-04-25,1114,1199
73,Mortgage,2023-04-25,707,947
74,Mortgage,2023-04-25,792,957
75,Mortgage,2023-04-25,811,780
76,Mortgage,2023-04-25,872,771
77,Mortgage,2023-04-25,890,747
78,Mortgage,2023-04-25,515,753
79,Mortgage,2023-04-25,508,459
80,Mortgage,2023-04-25,421,420
81,Mortgage,2023-04-25,393,389
1,Auto,2023-04-25,57023,42930
2,Auto,2023-04-25,28788,25423
3,Auto,2023-04-25,18182,20632
4,Auto,2023-04-25,17534,12235
5,Auto,2023-04-25,12207,14607
6,Auto,2023-04-25,9381,9830
7,Auto,2023-04-25,8554,12565
8,Auto,2023-04-25,11932,8365
9,Auto,2023-04-25,11693,7510
10,Auto,2023-04-25,11560,10176
11,Auto,2023-04-25,9598,8250
12,Auto,2023-04-25,8479,10133
13,Auto,2023-04-25,8717,9002
14,Auto,2023-04-25,7349,7768
15,Auto,2023-04-25,6751,5280
16,Auto,2023-04-25,8014,4695
17,Auto,2023-04-25,5046,7212
18,Auto,2023-04-25,4575,6592
19,Auto,2023-04-25,6139,4479
20,Auto,2023-04-25,5648,5556
21,Auto,2023-04-25,4284,3852
22,Auto,2023-04-25,6039,3646
23,Auto,2023-04-25,4642,5343
24,Auto,2023-04-25,4211,4098
25,Auto,2023-04-25,3273,4999
26,Auto,2023-04-25,3818,3416
27,Auto,2023-04-25,3561,4447
28,Auto,2023-04-25,2951,4507
29,Auto,2023-04-25,2690,3558
30,Auto,2023-04-25,3301,4036
31,Auto,2023-04-25,3535,2703
32,Auto,2023-04-25,3361,2781
33,Auto,2023-04-25,3336,3680
34,Auto,2023-04-25,2981,3371
35,Auto,2023-04-25,2252,2686
36,Auto,2023-04-25,3261,3447
37,Auto,2023-04-25,2897,3272
38,Auto,2023-04-25,2572,2275
39,Auto,2023-04-25,2122,2993
40,Auto,2023-04-25,1861,2503
41,Auto,2023-04-25,2031,3121
42,Auto,2023-04-25,2667,3075
43,Auto,2023-04-25,2739,3065
44,Auto,2023-04-25,1996,1663
45,Auto,2023-04-25,2422,1815
46,Auto,2023-04-25,2405,1922
47,Auto,2023-04-25,2136,1708
48,Auto,2023-04-25,1860,1965
49,Auto,2023-04-25,1582,2088
50,Auto,2023-04-25,1382,1696
51,Auto,2023-04-25,1869,1632
52,Auto,2023-04-25,1860,1892
53,Auto,2023-04-25,1364,1576
54,Auto,2023-04-25,1705,1989
55,Auto,2023-04-25,1948,1601
56,Auto,2023-04-25,1315,1986
57,Auto,2023-04-25,1522,1467
58,Auto,2023-04-25,1763,1864
59,Auto,2023-04-25,1748,1746
60,Auto,2023-04-25,1784,1739
61,Auto,2023-04-25,1123,1493
62,Auto,2023-04-25,1531,1648
63,Auto,2023-04-25,1360,1232
64,Auto,2023-04-25,1444,1346
65,Auto,2023-04-25,1324,1170
66,Auto,2023-04-25,1425,1028
67,Auto,2023-04-25,1091,1282
68,Auto,2023-04-25,1370,940
69,Auto,2023-04-25,1400,1400
70,Auto,2023-04-25,931,1152
71,Auto,2023-04-25,1057,1014
72,Auto,2023-04-25,1077,790
73,Auto,2023-04-25,695,1160
74,Auto,2023-04-25,1047,1137
75,Auto,2023-04-25,961,1017
76,Auto,2023-04-25,857,809
77,Auto,2023-04-25,816,565
78,Auto,2023-04-25,547,812
79,Auto,2023-04-25,447,407
80,Auto,2023-04-25,454,460
81,Auto,2023-04-25,348,303
1,Personal,2023-05-25,55677,64517
2,Personal,2023-05-25,26813,29372
3,Personal,2023-05-25,23453,21627
4,Personal,2023-05-25,16677,16521
5,Personal,2023-05-25,12843,9756
6,Personal,2023-05-25,9427,9286
7,Personal,2023-05-25,9119,10998
8,Personal,2023-05-25,10896,10635
9,Personal,2023-05-25,8207,7412
10,Personal,2023-05-25,8536,11069
11,Personal,2023-05-25,9573,7605
12,Personal,2023-05-25,9064,8324
13,Personal,2023-05-25,9437,8193
14,Personal,2023-05-25,4898,7601
15,Personal,2023-05-25,5974,7756
16,Personal,2023-05-25,4706,6132
17,Personal,2023-05-25,4390,5027
18,Personal,2023-05-25,4284,5611
19,Personal,2023-05-25,6699,6297
20,Personal,2023-05-25,5273,5526
21,Personal,2023-05-25,5459,3690
22,Personal,2023-05-25,4344,4958
23,Personal,2023-05-25,4486,3567
24,Personal,2023-05-25,4738,4885
25,Personal,2023-05-25,4738,5275
26,Personal,2023-05-25,4880,4136
27,Personal,2023-05-25,3425,4722
28,Personal,2023-05-25,4412,4627
29,Personal,2023-05-25,4317,3168
30,Personal,2023-05-25,2579,3055
31,Personal,2023-05-25,2694,3853
32,Personal,2023-05-25,2729,3597
33,Personal,2023-05-25,2302,2305
34,Personal,2023-05-25,2159,2928
35,Personal,2023-05-25,2716,3331
36,Personal,2023-05-25,3301,2748
37,Personal,2023-05-25,2293,2667
38,Personal,2023-05-25,3380,2550
39,Personal,2023-05-25,1932,2818
40,Personal,2023-05-25,3028,1967
41,Personal,2023-05-25,3132,2319
42,Personal,2023-05-25,2648,1887
43,Personal,2023-05-25,2511,2632
44,Personal,2023-05-25,2003,1850
45,Personal,2023-05-25,1834,2034
46,Personal,2023-05-25,1583,1460
47,Personal,2023-05-25,1722,2203
48,Personal,2023-05-25,2205,1756
49,Personal,2023-05-25,1405,2093
50,Personal,2023-05-25,2182,2092
51,Personal,2023-05-25,1865,1853
52,Personal,2023-05-25,2031,1350
53,Personal,2023-05-25,1925,1537
54,Personal,2023-05-25,1296,1953
55,Personal,2023-05-25,1975,1221
56,Personal,2023-05-25,1550,1972
57,Personal,2023-05-25,1636,1308
58,Personal,2023-05-25,1245,1395
59,Personal,2023-05-25,1290,1667
60,Personal,2023-05-25,1189,1137
61,Personal,2023-05-25,1035,1259
62,Personal,2023-05-25,1280,994
63,Personal,2023-05-25,1163,983
64,Personal,2023-05-25,1016,1450
65,Personal,2023-05-25,1223,1100
66,Personal,2023-05-25,1085,1108
67,Personal,2023-05-25,933,1101
68,Personal,2023-05-25,1178,1322
69,Personal,2023-05-25,1201,1066
70,Personal,2023-05-25,1034,1356
71,Personal,2023-05-25,1253,793
72,Personal,2023-05-25,1196,837
73,Personal,2023-05-25,738,751
74,Personal,2023-05-25,1025,1070
75,Personal,2023-05-25,906,1068
76,Personal,2023-05-25,831,640
77,Personal,2023-05-25,568,609
78,Personal,2023-05-25,613,761
79,Personal,2023-05-25,375,502
80,Personal,2023-05-25,313,416
81,Personal,2023-05-25,367,346
1,Mortgage,2023-05-25,46874,58780
2,Mortgage,2023-05-25,33073,25241
3,Mortgage,2023-05-25,17268,25383
4,Mortgage,2023-05-25,13274,10811
5,Mortgage,2023-05-25,12096,12135
6,Mortgage,2023-05-25,9579,10747
7,Mortgage,2023-05-25,10899,10637
8,Mortgage,2023-05-25,9482,8164
9,Mortgage,2023-05-25,9737,11609
10,Mortgage,2023-05-25,8154,6736
11,Mortgage,2023-05-25,7483,9977
12,Mortgage,2023-05-25,7864,7112
13,Mortgage,2023-05-25,9229,7016
14,Mortgage,2023-05-25,7129,5013
15,Mortgage,2023-05-25,8264,8345
16,Mortgage,2023-05-25,6960,7244
17,Mortgage,2023-05-25,5142,5917
18,Mortgage,2023-05-25,4865,6299
19,Mortgage,2023-05-25,6141,4659
20,Mortgage,2023-05-25,6124,4007
21,Mortgage,2023-05-25,4855,6258
22,Mortgage,2023-05-25,3845,3840
23,Mortgage,2023-05-25,3579,4369
24,Mortgage,2023-05-25,3493,5746
25,Mortgage,2023-05-25,4477,4308
26,Mortgage,2023-05-25,3389,4223
27,Mortgage,2023-05-25,4268,3314
28,Mortgage,2023-05-25,3237,4624
29,Mortgage,2023-05-25,4342,2724
30,Mortgage,2023-05-25,4266,3760
31,Mortgage,2023-05-25,4081,4244
32,Mortgage,2023-05-25,3708,2890
33,Mortgage,2023-05-25,2492,2642
34,Mortgage,2023-05-25,2845,3132
35,Mortgage,2023-05-25,3582,3203
36,Mortgage,2023-05-25,2562,3374
37,Mortgage,2023-05-25,2230,2190
38,Mortgage,2023-05-25,2532,3039
39,Mortgage,2023-05-25,2661,3060
40,Mortgage,2023-05-25,2564,3190
41,Mortgage,2023-05-25,2526,1891
42,Mortgage,2023-05-25,1903,2939
43,Mortgage,2023-05-25,3121,2332
44,Mortgage,2023-05-25,1994,1625
45,Mortgage,2023-05-25,2075,2322
46,Mortgage,2023-05-25,1493,1899
47,Mortgage,2023-05-25,2107,1840
48,Mortgage,2023-05-25,1667,1582
49,Mortgage,2023-05-25,1569,2407
50,Mortgage,2023-05-25,2216,1406
51,Mortgage,2023-05-25,2147,1474
52,Mortgage,2023-05-25,1448,1967
53,Mortgage,2023-05-25,1848,1938
54,Mortgage,2023-05-25,1326,1510
55,Mortgage,2023-05-25,2070,1586
56,Mortgage,2023-05-25,1827,1328
57,Mortgage,2023-05-25,1505,1411
58,Mortgage,2023-05-25,1231,1925
59,Mortgage,2023-05-25,1542,1574
60,Mortgage,2023-05-25,1653,1239
61,Mortgage,2023-05-25,1509,1674
62,Mortgage,2023-05-25,1107,1403
63,Mortgage,2023-05-25,1185,1213
64,Mortgage,2023-05-25,967,1400
65,Mortgage,2023-05-25,1451,974
66,Mortgage,2023-05-25,1211,1172
67,Mortgage,2023-05-25,967,1211
68,Mortgage,2023-05-25,1194,1394
69,Mortgage,2023-05-25,1238,1087
70,Mortgage,2023-05-25,1172,916
71,Mortgage,2023-05-25,1126,1198
72,Mortgage,2023-05-25,1029,1228
73,Mortgage,2023-05-25,811,758
74,Mortgage,2023-05-25,947,1176
75,Mortgage,2023-05-25,1048,1134
76,Mortgage,2023-05-25,610,588
77,Mortgage,2023-05-25,962,930
78,Mortgage,2023-05-25,662,545
79,Mortgage,2023-05-25,538,337
80,Mortgage,2023-05-25,367,382
81,Mortgage,2023-05-25,320,496
1,Auto,2023-05-25,54350,55490
2,Auto,2023-05-25,20083,28481
3,Auto,2023-05-25,20869,22569
4,Auto,2023-05-25,12983,15316
5,Auto,2023-05-25,14893,14453
6,Auto,2023-05-25,11698,11128
7,Auto,2023-05-25,12933,12535
8,Auto,2023-05-25,11259,10578
9,Auto,2023-05-25,7658,11194
10,Auto,2023-05-25,6816,9073
11,Auto,2023-05-25,10712,8497
12,Auto,2023-05-25,9336,8184
13,Auto,2023-05-25,5588,5837
14,Auto,2023-05-25,6685,7479
15,Auto,2023-05-25,7766,7314
16,Auto,2023-05-25,4777,6607
17,Auto,2023-05-25,4877,6892
18,Auto,2023-05-25,5360,4237
19,Auto,2023-05-25,5258,6069
20,Auto,2023-05-25,4553,3971
21,Auto,2023-05-25,4711,5050
22,Auto,2023-05-25,5231,6086
23,Auto,2023-05-25,4066,5477
24,Auto,2023-05-25,4542,4537
25,Auto,2023-05-25,3785,4164
26,Auto,2023-05-25,3413,3888
27,Auto,2023-05-25,3095,4266
28,Auto,2023-05-25,4737,3573
29,Auto,2023-05-25,3363,3332
30,Auto,2023-05-25,3136,2880
31,Auto,2023-05-25,4300,2557
32,Auto,2023-05-25,2339,3773
33,Auto,2023-05-25,3167,3705
34,Auto,2023-05-25,2380,2864
35,Auto,2023-05-25,3271,2433
36,Auto,2023-05-25,2320,2868
37,Auto,2023-05-25,2964,3440
38,Auto,2023-05-25,2456,2165
39,Auto,2023-05-25,1897,2959
40,Auto,2023-05-25,2863,2698
41,Auto,2023-05-25,1823,2215
42,Auto,2023-05-25,1953,2451
43,Auto,2023-05-25,2612,2655
44,Auto,2023-05-25,2176,2153
45,Auto,2023-05-25,2272,1918
46,Auto,2023-05-25,1873,2298
47,Auto,2023-05-25,1512,1523
48,Auto,2023-05-25,2130,1982
49,Auto,2023-05-25,2078,2089
50,Auto,2023-05-25,2318,1570
51,Auto,2023-05-25,2083,1922
52,Auto,2023-05-25,1262,1392
53,Auto,2023-05-25,1330,1511
54,Auto,2023-05-25,1381,1377
55,Auto,2023-05-25,1574,1696
56,Auto,2023-05-25,1609,1539
57,Auto,2023-05-25,1988,1692
58,Auto,2023-05-25,1891,1947
59,Auto,2023-05-25,1754,1244
60,Auto,2023-05-25,1271,1343
61,Auto,2023-05-25,1483,1694
62,Auto,2023-05-25,1109,1365
63,Auto,2023-05-25,1552,1436
64,Auto,2023-05-25,1019,1487
65,Auto,2023-05-25,1569,1595
66,Auto,2023-05-25,1457,1331
67,Auto,2023-05-25,983,1227
68,Auto,2023-05-25,1096,1101
69,Auto,2023-05-25,992,961
70,Auto,2023-05-25,1021,849
71,Auto,2023-05-25,1281,867
72,Auto,2023-05-25,898,1130
73,Auto,2023-05-25,708,710
74,Auto,2023-05-25,1016,1098
75,Auto,2023-05-25,745,692
76,Auto,2023-05-25,871,1000
77,Auto,2023-05-25,791,809
78,Auto,2023-05-25,515,616
79,Auto,2023-05-25,543,363
80,Auto,2023-05-25,316,483
81,Auto,2023-05-25,302,336
1,Personal,2023-06-25,56798,38015
2,Personal,2023-06-25,19834,27426
3,Personal,2023-06-25,14937,21159
4,Personal,2023-06-25,15923,18074
5,Personal,2023-06-25,12297,12156
6,Personal,2023-06-25,9073,13136
7,Personal,2023-06-25,12034,13172
8,Personal,2023-06-25,9651,10741
9,Personal,2023-06-25,8791,8365
10,Personal,2023-06-25,8144,7672
11,Personal,2023-06-25,9198,8557
12,Personal,2023-06-25,9811,8554
13,Personal,2023-06-25,5995,9309
14,Personal,2023-06-25,8270,7863
15,Personal,2023-06-25,5878,5043
16,Personal,2023-06-25,6226,5382
17,Personal,2023-06-25,7116,5996
18,Personal,2023-06-25,5524,6574
19,Personal,2023-06-25,4987,4711
20,Personal,2023-06-25,5292,5577
21,Personal,2023-06-25,4250,3699
22,Personal,2023-06-25,4870,5289
23,Personal,2023-06-25,3912,5384
24,Personal,2023-06-25,3521,4490
25,Personal,2023-06-25,4536,4426
26,Personal,2023-06-25,3350,4371
27,Personal,2023-06-25,3275,4453
28,Personal,2023-06-25,3320,3674
29,Personal,2023-06-25,3084,3666
30,Personal,2023-06-25,4260,4424
31,Personal,2023-06-25,4304,2629
32,Personal,2023-06-25,3155,3267
33,Personal,2023-06-25,2931,3065
34,Personal,2023-06-25,2495,2678
35,Personal,2023-06-25,2941,2710
36,Personal,2023-06-25,2091,2723
37,Personal,2023-06-25,2366,2111
38,Personal,2023-06-25,2335,2156
39,Personal,2023-06-25,2881,2743
40,Personal,2023-06-25,2812,3076
41,Personal,2023-06-25,1910,1842
42,Personal,2023-06-25,1906,2250
43,Personal,2023-06-25,2757,3096
44,Personal,2023-06-25,1940,1675
45,Personal,2023-06-25,2562,2593
46,Personal,2023-06-25,2355,1587
47,Personal,2023-06-25,2006,1651
48,Personal,2023-06-25,2166,1669
49,Personal,2023-06-25,1850,1815
50,Personal,2023-06-25,1992,1520
51,Personal,2023-06-25,2116,1465
52,Personal,2023-06-25,1740,1425
53,Personal,2023-06-25,2032,2126
54,Personal,2023-06-25,2112,1828
55,Personal,2023-06-25,1700,1482
56,Personal,2023-06-25,1549,1311
57,Personal,2023-06-25,1661,1391
58,Personal,2023-06-25,1912,1709
59,Personal,2023-06-25,1370,1148
60,Personal,2023-06-25,1534,1293
61,Personal,2023-06-25,1189,1522
62,Personal,2023-06-25,963,1546
63,Personal,2023-06-25,1446,1193
64,Personal,2023-06-25,1403,1347
65,Personal,2023-06-25,1455,1113
66,Personal,2023-06-25,1605,1204
67,Personal,2023-06-25,880,1314
68,Personal,2023-06-25,1398,1461
69,Personal,2023-06-25,1119,996
70,Personal,2023-06-25,851,1233
71,Personal,2023-06-25,983,1178
72,Personal,2023-06-25,977,944
73,Personal,2023-06-25,1044,886
74,Personal,2023-06-25,823,774
75,Personal,2023-06-25,840,1101
76,Personal,2023-06-25,958,674
77,Personal,2023-06-25,774,759
78,Personal,2023-06-25,644,551
79,Personal,2023-06-25,404,489
80,Personal,2023-06-25,419,380
81,Personal,2023-06-25,323,474
1,Mortgage,2023-06-25,39734,54799
2,Mortgage,2023-06-25,22959,20745
3,Mortgage,2023-06-25,22376,16192
4,Mortgage,2023-06-25,15929,10609
5,Mortgage,2023-06-25,8800,12540
6,Mortgage,2023-06-25,11345,13190
7,Mortgage,2023-06-25,10231,12815
8,Mortgage,2023-06-25,10504,7818
9,Mortgage,2023-06-25,12182,11714
10,Mortgage,2023-06-25,6876,8981
11,Mortgage,2023-06-25,8988,7943
12,Mortgage,2023-06-25,10056,7843
13,Mortgage,2023-06-25,6338,7365
14,Mortgage,2023-06-25,7873,8167
15,Mortgage,2023-06-25,8041,7326
16,Mortgage,2023-06-25,7138,5981
17,Mortgage,2023-06-25,6050,7001
18,Mortgage,2023-06-25,5952,5061
19,Mortgage,2023-06-25,5797,5443
20,Mortgage,2023-06-25,4071,4245
21,Mortgage,2023-06-25,6123,4422
22,Mortgage,2023-06-25,6104,5762
23,Mortgage,2023-06-25,4390,4207
24,Mortgage,2023-06-25,4281,4325
25,Mortgage,2023-06-25,3227,3224
26,Mortgage,2023-06-25,3134,3124
27,Mortgage,2023-06-25,3021,4437
28,Mortgage,2023-06-25,3368,3115
29,Mortgage,2023-06-25,3382,3373
30,Mortgage,2023-06-25,2748,3809
31,Mortgage,2023-06-25,2698,4114
32,Mortgage,2023-06-25,2713,2728
33,Mortgage,2023-06-25,3624,2883
34,Mortgage,2023-06-25,2256,2719
35,Mortgage,2023-06-25,2716,3087
36,Mortgage,2023-06-25,3223,3434
37,Mortgage,2023-06-25,2854,2540
38,Mortgage,2023-06-25,2781,2886
39,Mortgage,2023-06-25,3046,2069
40,Mortgage,2023-06-25,2674,3115
41,Mortgage,2023-06-25,1958,1919
42,Mortgage,2023-06-25,2230,2327
43,Mortgage,2023-06-25,2484,2171
44,Mortgage,2023-06-25,2573,2228
45,Mortgage,2023-06-25,2024,1793
46,Mortgage,2023-06-25,1795,2089
47,Mortgage,2023-06-25,2146,2162
48,Mortgage,2023-06-25,1716,1799
49,Mortgage,2023-06-25,2132,1692
50,Mortgage,2023-06-25,1742,1389
51,Mortgage,2023-06-25,1868,1847
52,Mortgage,2023-06-25,1333,1921
53,Mortgage,2023-06-25,1306,1613
54,Mortgage,2023-06-25,1409,2091
55,Mortgage,2023-06-25,1765,1810
56,Mortgage,2023-06-25,1617,1899
57,Mortgage,2023-06-25,1367,1737
58,Mortgage,2023-06-25,1287,1585
59,Mortgage,2023-06-25,1582,1811
60,Mortgage,2023-06-25,1183,1131
61,Mortgage,2023-06-25,1339,1366
62,Mortgage,2023-06-25,1069,1462
63,Mortgage,2023-06-25,1536,1344
64,Mortgage,2023-06-25,1488,1273
65,Mortgage,2023-06-25,1043,1272
66,Mortgage,2023-06-25,1266,1039
67,Mortgage,2023-06-25,1488,1126
68,Mortgage,2023-06-25,937,891
69,Mortgage,2023-06-25,840,1239
70,Mortgage,2023-06-25,1186,881
71,Mortgage,2023-06-25,1032,1054
72,Mortgage,2023-06-25,1067,1249
73,Mortgage,2023-06-25,1101,745
74,Mortgage,2023-06-25,905,827
75,Mortgage,2023-06-25,819,1025
76,Mortgage,2023-06-25,604,878
77,Mortgage,2023-06-25,820,796
78,Mortgage,2023-06-25,793,785
79,Mortgage,2023-06-25,422,403
80,Mortgage,2023-06-25,434,327
81,Mortgage,2023-06-25,385,299
1,Auto,2023-06-25,62480,47678
2,Auto,2023-06-25,21540,29344
3,Auto,2023-06-25,25339,23661
4,Auto,2023-06-25,13398,15778
5,Auto,2023-06-25,9637,10474
6,Auto,2023-06-25,8586,10199
7,Auto,2023-06-25,9897,12610
8,Auto,2023-06-25,7402,8714
9,Auto,2023-06-25,8819,12161
10,Auto,2023-06-25,11567,10222
11,Auto,2023-06-25,7246,10334
12,Auto,2023-06-25,8608,6947
13,Auto,2023-06-25,6906,8058
14,Auto,2023-06-25,7009,6546
15,Auto,2023-06-25,8012,5696
16,Auto,2023-06-25,7324,5355
17,Auto,2023-06-25,5683,6652
18,Auto,2023-06-25,6521,4938
19,Auto,2023-06-25,5557,5115
20,Auto,2023-06-25,6430,4334
21,Auto,2023-06-25,3739,5260
22,Auto,2023-06-25,3842,3977
23,Auto,2023-06-25,4860,5263
24,Auto,2023-06-25,5202,5279
25,Auto,2023-06-25,4977,4061
26,Auto,2023-06-25,4343,4266
27,Auto,2023-06-25,2775,4558
28,Auto,2023-06-25,3193,3244
29,Auto,2023-06-25,3237,4474
30,Auto,2023-06-25,3459,3023
31,Auto,2023-06-25,4065,3422
32,Auto,2023-06-25,3572,3620
33,Auto,2023-06-25,3327,2318
34,Auto,2023-06-25,2991,2364
35,Auto,2023-06-25,2388,2892
36,Auto,2023-06-25,2140,2146
37,Auto,2023-06-25,2420,3247
38,Auto,2023-06-25,2754,3004
39,Auto,2023-06-25,2275,2428
40,Auto,2023-06-25,2505,2525
41,Auto,2023-06-25,2154,2968
42,Auto,2023-06-25,2095,2889
43,Auto,2023-06-25,2503,2053
44,Auto,2023-06-25,1628,1635
45,Auto,2023-06-25,2382,2381
46,Auto,2023-06-25,1700,2279
47,Auto,2023-06-25,2372,1468
48,Auto,2023-06-25,1497,1906
49,Auto,2023-06-25,2310,1583
50,Auto,2023-06-25,2002,1396
51,Auto,2023-06-25,1796,1500
52,Auto,2023-06-25,2140,1681
53,Auto,2023-06-25,1540,1898
54,Auto,2023-06-25,1912,1711
55,Auto,2023-06-25,1372,1417
56,Auto,2023-06-25,1664,1715
57,Auto,2023-06-25,1188,1489
58,Auto,2023-06-25,1947,1212
59,Auto,2023-06-25,1249,1491
60,Auto,2023-06-25,1142,1575
61,Auto,2023-06-25,1414,1333
62,Auto,2023-06-25,989,1142
63,Auto,2023-06-25,1668,1287
64,Auto,2023-06-25,1279,1600
65,Auto,2023-06-25,1288,993
66,Auto,2023-06-25,1365,1493
67,Auto,2023-06-25,1356,1386
68,Auto,2023-06-25,1364,1262
69,Auto,2023-06-25,1177,987
